Bulk_2	X1_C01	X1_C02	X1_C03	X1_C08	X1_C15	X1_C17	X1_C18	X1_C19	X1_C22	X1_C23	X1_C27	X1_C29	X1_C30	X1_C31	X1_C34	X1_C37	X1_C38	X1_C40	X1_C41	X1_C42	X1_C49	X1_C51	X1_C61	X1_C65	X1_C67	X1_C75	X1_C81	X2_C03	X2_C05	X2_C06	X2_C07	X2_C10	X2_C14	X2_C15	X2_C16	X2_C18	X2_C19	X2_C21	X2_C22	X2_C23	X2_C25	X2_C27	X2_C29	X2_C34	X2_C42	X2_C49	X2_C51	X2_C53	X2_C55	X2_C56	X2_C57	X2_C59	X2_C63	X2_C64	X2_C67	X2_C69	X2_C70	X2_C71	X2_C72	X2_C73	X2_C74	X2_C75	X2_C79	X2_C86	X2_C87	X2_C95
29944	0.43	0	0	0	0	0	0	0	155.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002	11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	624.86	2668.94	94.74	0	100.6	0	180.08	5.85	0	589.24	0	0	5.39	210.44	0	0	0	1.69	0	763.85	2164.2	0	13.93	93.33	349.45	0	1610	2.04	1203.7	0	0	76.99	2275.44	0	250.11	0	11.19	97.26	26.36	4391.64	258.96	863.87	545.12	0	0	6.32	3.59	19.64	5769.79	0	55.1	0	0	546.9	2.92	3370.6	0	143.24	0	0	0	86.85	427.51	216.36	1258.96	321.54	26.94
3055	1.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	10.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3269	3.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86	0	0	0	0	0	0	0	0	268.67	0	0	0	21.54	0	469.43	0	0	0	0	51.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.4	0	0	0	0	0	0	0	0	0.68	0	0	0
3338	27.6	0	0	0	0	0	0	0	0	491.91	12.22	0	60.68	0	0	0	0	1.05	0	0	0	0	33.73	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	4.85	0	0	19.75	0	2.32	0	89.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.25	0	0	49.68	0	0
3394	5.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3487	50.64	0	47.73	0	0	103.18	0	0	0	0	0	132.4	0	104.05	0	0	0	0	0	145.44	33.33	80.05	13.71	0	80.44	0	0	0	116.67	0	0	0.81	87.78	0	0	0	1.12	120.51	0	74.56	0	0	148.98	0	6.33	63.59	13.85	9.11	0	0	0	0	1.44	315.75	1.05	178.69	0	0	151.75	0	0	0	0	0	0	44.13	0
3491	69.33	0	0	0	36.55	0	2.19	0	0	0	0	20.83	0	251.82	0	0	0	49.62	106.8	0	0	0	144.23	0	214.19	840.96	148.91	0	0	0	73.85	341.41	21	0	0	0	90.64	159.93	25.97	25.92	0	0	38.85	1.59	0	118.01	0	33.61	18.05	0	859.6	0	27.63	0	0	525.35	10.11	9.53	846.03	68	138.92	0	197.35	0	135.3	13.3	115.33
3547	0	0	0	0	0	0	0	3.13	0	0	7.18	0	0	0	0	101.26	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0
3561	16.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	8.6	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3587	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3600	8.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13	0	0	0	0	0	3.75	0	0	0	0	111.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.64	0	0	0	0	0	0	0	0	0	0	0
3601	15.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15	0	0	11.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3624	3.03	0	0	0	0	82.57	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	25.91	0	0	0	4.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.13	0	0	0	39.31	121.08	0	0	0	0	0	0	0	0	0	0	0
3627	168.59	0	0	0	0	0	35.47	0	0	0	0	545.84	0	0	0	0	0	0	0	0	0	0	3671.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02	0	0	0	0	0
3659	185.33	0	399.07	4.78	0	1.34	573.5	145.36	0	5.74	4.41	115.36	98.99	100.12	201.43	0	207.33	112.94	653.26	0	0.73	0	100.05	395.91	0	0	0	1.67	0	585.15	456.02	0	0	194.38	0	400.33	374.47	3.86	1.33	2.43	3.05	0	43.13	186.67	0	30.29	83.82	0	756.05	1308.17	179.67	0	19.18	297.97	85.55	213.32	92.92	186.23	0	57.39	5.98	138.55	174.94	19.57	92.56	17.96	109.04
3671	85.25	0	0	1.26	0	0	0	0	0	0	0	0	0	52.08	0	0	0	0	0	0	0	0	0	0	0	436.4	0	0	5.51	0	0	0	0	0	0	0	0	0	0	0	0	0	151.76	0	0	83.35	25.85	0	1172.95	0	103.26	0	0	0	1.06	64.34	0	0	191.09	0	0	5.57	2.33	0	0.3	0	0
3678	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725.09	0	0	0	0	43.73	0.35	0	4.42	0	0	0	51.74	0	76.9	0	0	0	0	244.87	0	0	11.87	0	0	0	0	4.88	9.61	0	0	0	0	127.28	26.73	69.88	0	0	0	0	11.89	1.37	0	0	0	0	0
3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3717	20.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	94.89	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07	0	0	0	0	0	0	0	0	0	0
3720	0.82	0	10.54	3.66	0	0.46	2.23	4.33	0	0	1.1	9.01	8.4	0	0	0	0	0	2.77	0	1.36	0	28.25	19.51	0	0	0.31	0	0	0	0	0	0	0	21.68	0	0	0	0	0	0	3.21	0	0	1.88	0	5.69	0	0	16.95	0	0	0	13.32	0	8.67	0.96	0	0	0	4.27	8.25	1.49	0.52	0.33	0	0
373156	142.88	1678.48	0	0	359.67	515.35	678.12	251.31	0	192.69	298.15	67	60.42	0	0	0	3.68	22.13	4.84	3.48	0	0	71.67	557.16	95.56	29.02	106.62	493.9	280.59	402.01	128.06	0	25.96	670.35	0	16.41	647.76	195.98	0	27.74	279.63	18.74	286.87	287.68	332	223.79	209.22	57.14	0	231.96	811.55	34	1959.97	0	0	64.36	348.76	209.47	0	54.66	304.6	116.39	26.1	0	258.05	1.93	38.85
3749	0.53	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.78	0	0	0.51	0	0	0	0	0	0	0	0	0	8.29	0.77	39.71	0	0	0	0	9.65	0	0	0	0	0	0	0	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0
3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3820	0	0	0	0	0	0	0	176.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3855	19.92	0	0	26.03	0	153.08	551.39	0	53.15	0	0	2.25	0	0	0	0	0	0	36.09	0	0	0	0	0	0	0	77.77	0	0	42.05	0	0	0	174.91	0	180.58	93.69	0	0	0	0	8.23	0	0	0	55.49	0	0	0	0	0	0	0	0	0	0	59.47	67.77	0	14.73	0	0	0	0	0	16.03	201.22
3898	12.67	0	0	3.66	0	22.04	0	3.69	0	1.79	0	57.07	0	0	0	0	0	0	0	0	0	0	0	9.66	0	0	5.63	0	0	0	0	0	0	4.79	0	0	7.3	0	2.12	0	0	0	0	0	0	3.5	4.31	0	0	0	0	0	0	0	0	0	0	167.7	0	0	0	0	0	0	0	0	0
3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3910	92.55	18.87	699.74	0	0	0	0.26	0	0	0	0.47	27.39	0	0	0	0	0	1591.69	0	192.45	1214.73	0	62.36	0	11.26	151.12	15.93	0	42.29	2.01	0	0.28	223.39	0	63.36	0	0	234.17	0	414.04	0	0	7.14	0	3.07	0	1.56	211.7	172.94	0	0	0	143.48	0	16.56	0	0	0	178.66	0	108.54	54.05	20.97	0	0	92.55	36.43
3912	219.49	0	500.53	0	0	0	0	0	0	613.8	0	85.72	0	67.71	0	0	0	0	0	38.9	373.56	0	1131.83	0	0	14.9	3.23	0.84	273.24	0	0	261.75	236.29	0	140.57	0	1.69	451.39	219.34	410.23	0	0	377.34	0	0	0	66.09	205.94	796.72	0	228.81	0	2.17	148.45	212.99	178.97	0	0	405.92	0	0	0	0	51.19	4.5	0	0
3925	1267.23	22.72	0	702.22	14492.52	2888.16	1900.08	4095.74	0	27.06	11678.75	934.31	397.21	0	2407.97	38.73	23.3	5581.37	82.76	721.17	0	0	746.95	107.01	0	0	56.67	2604.55	1.98	1231.53	676.88	948.75	169.72	370.27	0	1049.22	910.68	2645.62	4.96	26.26	363.48	545.55	2226.19	0	950.28	2081.61	328.84	972.67	0	6129.3	0	2752.07	0	0	75.13	98.47	198.78	236.87	4653	6758.28	6791.14	1262.51	1327.34	233.11	2215.67	40.03	2689.06
3934	99.73	0	0	346.38	320.13	0	428.73	0	0	0	0	0	0	0	0	214.97	2.89	128.37	0	0	0	0	0	377.48	0	0	0	0	0	63.06	147.36	0	0	188.62	0	444.2	630.15	0	721.73	0	539.58	0	25.92	0	0	201.37	41.19	346.05	0	0	0	0	951.14	0	0	0	18.42	358.17	0	5.24	70.11	0	0	41.69	256.34	0	0
3937	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0	20.84	0	0	17.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3956	761.93	0	1348.93	0	341.64	16.46	0	0	12.59	201.67	86.33	289.35	0	1462.98	8.71	0	0	1650.42	15.16	2520.67	299.56	1592.25	3701.7	0	1497.05	675.47	0	201.55	7221.05	1129.41	0	5682.39	2180.89	0	752.29	0	126.65	5390.86	16.11	3940.7	597.43	0	766.95	0	0	90.74	436.68	67.67	957.64	88.35	928.5	0	557.19	126.39	733.61	3414.55	0	193.95	2198.85	107.9	13.95	240.46	30.44	24.68	6.97	307.88	892.99
3975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3980	11.96	0	0	1.5	0	0	7.96	21.2	0	0	42.4	0	9.59	0	0	0	0	0	2.32	0	0	0	0	0	0	0	0	0	0	3.59	0	0	0	0	0	57.14	6.38	0	117.93	0	0	0	0	0	0	0	1.1	0	0	0	0	0	47.02	0	22.08	11.94	95.69	0	0	0	0	0	0	11.13	0	0	0
399	9.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4015	108.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	280.69	0	0	0	22.4	0	23.02	0	0	301.88	0	80.81	70.77	0	0	0	0	0	1.84	41.72	0	0	20.21	0	0	0	0	197.61	0	0	0.54	0	0.29	6.71	0	0	0	0	0
4016	5.4	0	0	0	0	0	0	0	0	0	0	0.81	0	136.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.25	0	0	0	0	0	0	0	14.52	0	0	0	0	0	0	0	0
4017	81.01	0	0	0	0	2.96	0	0	0	0	0	9.86	0	0	0	0	0	0	0	39.15	0	0	0.41	0	0	0	0	0	2.12	0	0	45.7	0	0	0	0	0	8.27	0	25.81	0	0	0	0	0	0	0	0	130.24	0	0	0	0	3.43	50.13	85.89	0	0	0	0.97	0	0	0	0	0	0	0
4035	11.18	0	0	0.33	0	5.53	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17	0	55.37	17.17	0	6.36	55.64	0	0	4.3	0.66	0	0	1.49	0	0	0	0	0	74.98	1.96	0	2.95	12.31	0	0	0	23.31	0	0	0.36	28.22	0	0	10.16	25.33	16.66	0	0	24.15	0	0	0	0	1.89	1.21	0.33	0
4060	3001.82	0	0	4.52	0	230.19	0	0	0	0	0	0	0	0.85	0	0	0	0	0	10568.69	3.19	0	0	0	2488.65	2542.1	0	1.89	6385.88	1310.01	0	1303.49	0	4.62	0	0	2.97	2.12	84.23	0	4.67	0	267.52	0	11.52	2.65	98.71	0	2321.64	4.45	302.33	0	3.51	3312.55	6688.11	3938.89	0	0	76.76	6.07	0	0	16.11	0	2.17	0	0
4082	315.07	1.79	89.71	84.25	1.64	160.28	26.27	47.93	0	163.11	92.9	655.64	0	0	0	0.61	0	174.9	128.96	2099.24	78.79	0	581.46	32.04	1107.98	0.54	122.77	0	517.95	62.21	0	1043.55	414.91	0	244.45	43.9	59.26	1505.55	27.45	793.59	0	0	599.12	497.35	406.53	0	28.92	283.55	895.08	1.92	111.75	0	100.62	131.85	253.08	1237.54	63.77	0	913.4	138.11	0	0	151.51	0	0.44	280.91	0
412	11.69	0	35.68	0	0	0	0	0	196.66	0	0	0	3.86	0	0	0	0	0	0	0	0	0	8.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	21.6	1.96	0	0	0	0	0	25.94	0	0	36.24	7.28	0.7	0	0	0	1.47	16.35	303.38	5.17	0	0	0	1.72	0	0	0.68	0	0	4.55	0	0	0	0	0	19.83	4.86	0	0	0	0	0	6.76	0	0	0	5.68	0	0	0	0	0	0	43.96	49.17	0	1.04	0	0	0	12.79	0	0	4.59	0	29.69	0
4232	242.05	0	0	0	0	0	820.78	57.19	169.27	0	555.35	445.92	224.22	0	0	0	0	940.65	0	0	0	0	316.25	0	0	0	89.03	0	0.92	42.16	145.33	0	33.62	0	0	51.75	290.5	0	0	38.1	491.12	0	0	375.78	343.9	61.16	452.54	1.33	0	6.68	0	0	0	165.65	0	164.48	306.58	0	0	44.4	460.45	944.05	203.06	0	0	0	4.67
4237	378.06	61.8	0	0	0	0	328.89	2095.54	2059.41	43.31	22.17	177.18	0	0	15.73	0	268.69	7.74	0	822.86	0	0	0	525.83	0	39.83	1738.87	11.67	2360.91	490.04	6.77	0	28.44	0	0	9.73	0	0	0	45.89	14.25	688.51	9.03	64.94	88.47	45.61	2268.75	331.2	849.54	450.11	552.83	269.07	0	170.99	715.95	142.46	586.74	103.36	0	81.39	0	132.08	0	16.34	424.62	10.55	3.93
4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4283	5.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4313	308.65	0	0	0	0	50.37	0.5	0	0	0	0	0	0	6.31	0.83	0	0	0	0	672.37	0	0	0	0	2094.71	380.59	0	0	486.93	135.36	0	0	272.67	0	56.68	0	0	0	31.08	612.14	0	0	122.42	0	0.84	0	33.06	7.32	304.07	0	308.79	0	0	71.85	426.08	177.05	0	5.48	683.68	0	48.39	0.55	94.24	1.58	0.17	0	0
4320	5.05	0	0	45.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.6	0	0	16.75	0	1.81	0	0	0	24.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4323	14.51	0	0	9.1	0	0	0	0	0	0	0	0	0	10.86	0	0	0	0	0	26.1	0	0	4.25	0	0	0	1.93	0	100.39	0	0	0	0	0	0	0	0	0	0	16.71	0	0	16.18	0	0	0	0	0	6.51	0	0	0	0	0.81	2.38	34.67	0	0	0	0	0.94	0	0	0	0	0	0
4327	64.02	0	0	0	0	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	541.8	0	0	17.38	0	0	0	0	0	136.8	16.43	0	0	36.25	0	0	0	0	0	0	71.88	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	638.71	150.59	0	0	58.14	0	0	1.3	63.48	0	0	0	0
4332	12.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4440	0.54	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0	0	0	0	0	0	0	6.59	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0
4486	2.72	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4665	4.59	0	0	11.71	0	0	0	0	0	0	4.76	0	0	0	0	0	0	0	0	2.21	0	0	0	10.03	0	41.8	0	0	0	0	0	0	10.36	0	0	0	6.18	0	0	60.87	0	0	0	0	0	0	0	0	0	170.84	0	0	0	0	0	19.51	22.43	0	0	17.16	0	0	0	0	0	0	2.88
4673	432	4.17	1917.52	9.92	970.94	439.93	202.86	726.17	0.3	167.24	1226.33	105.86	12.95	3023.29	475.28	8.97	327.49	18.24	1278.87	517.29	957.07	3924.91	898.84	135.98	56.94	101.59	0	999.05	268.14	37.75	0	1999.85	1181.53	213.2	29.87	93.9	143.43	229.39	41.13	2015.28	673.49	204.82	768.64	0	559.15	9.53	398.64	134.01	2.83	0	1339.98	302.31	112.71	388.58	332.46	386.84	173.61	781.39	2474.14	529.64	64.25	259.63	21.96	41.35	138.13	1684.63	0
4681	8.66	0	0	0	0	0	0	0	0	0	0	0	0	2.73	0	0	0	0	0	17.42	0	128.11	0	0	19.84	3.79	0	0	6.17	23.68	0	1.84	0	0	0	0	0	75.93	0	7.76	0	0	0	0	0	0	2.65	0	20.94	0	112.49	0	0	0	4.77	13.51	0	0	0	0	0	0	0	0	0	0	0
4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0
4689	3.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4745	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86	0	0	0	0	0	0	0	0	0	0
477	13.73	0	0	0	0	0	0	0	0	0	0	2.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4818	5.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	1.01	0	0	0	0	0	0	0	0	0	0	8.24	0	0	0	0	0	0	0	0	0	0	40.23	0	0	0	6.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.51	0	0	0	0	0	0	0	0	0	1.11	0	0	0	0	0	60.41	0
4837	665.94	0	200.22	0	0	638.45	0	0	230.2	0	0	278.64	0	2835.32	0	0	0	0	0	272.65	0	146.49	0	0	2083.61	2294.51	0	0	2433.86	1107.09	0	0	445.63	0	0	0	0	0	216.93	766.82	0	0	0	0	16.04	0	0	0	302.21	0	644.09	0	6.53	191.51	534.13	852.34	40.03	0	27.33	0	320.23	40.36	73.68	0	0	371.08	0
4854	0.87	0	2.64	0	0	0.29	4.95	5.35	0	0	0.7	2.25	0.82	0	3.47	0	0.43	0	0	5.5	0	1.2	8.5	0.21	0	0	0.47	0	4.56	0	0.54	7.41	0	0	0	0	0.26	2.3	0	0	6.43	1.53	0.79	0	0	0	0	0	0	0.31	0	0	0	15.28	0	0	0	0.66	0	0	0.17	0.23	0	0	0.35	0.77	0
4857	13.69	0	0	0	0	0	0	3.05	0	0	7.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1	0	0	0	0	0	0	0	0	0	0	2.87	0.51	24.02	0	0	0	0	0	52.69	0	0	0	0	0	0	136.75	0	0	0	0
4881	27.88	0	0	212.87	0	8.28	0	0	0	57.29	0	16.22	54.57	0	9.16	0	2.41	0	0	0	0	0	0.68	0	0	0	6.91	1.98	0	65.96	0	1.07	0	15.46	0	5.1	0	0	0	0	0	20.54	2.26	0	10.46	0	9.97	0	0	0	0	0	0	0	0	0	342.57	28.59	0	0	0	1.3	3.13	1.87	13.24	0	2.02
4907	37.23	0	0	0	0	0	0	0	0	4.35	0	0	0	0	0	0	0	0	0	0	3.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0	41.2	0	0	0	9.51	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0
