Bulk_2	X1_C01	X1_C02	X1_C03	X1_C08	X1_C15	X1_C17	X1_C18	X1_C19	X1_C22	X1_C23	X1_C27	X1_C29	X1_C30	X1_C31	X1_C34	X1_C37	X1_C38	X1_C40	X1_C41	X1_C42	X1_C49	X1_C51	X1_C61	X1_C65	X1_C67	X1_C75	X1_C81	X2_C03	X2_C05	X2_C06	X2_C07	X2_C10	X2_C14	X2_C15	X2_C16	X2_C18	X2_C19	X2_C21	X2_C22	X2_C23	X2_C25	X2_C27	X2_C29	X2_C34	X2_C42	X2_C49	X2_C51	X2_C53	X2_C55	X2_C56	X2_C57	X2_C59	X2_C63	X2_C64	X2_C67	X2_C69	X2_C70	X2_C71	X2_C72	X2_C73	X2_C74	X2_C75	X2_C79	X2_C86	X2_C87	X2_C95
8533	116.49	0	0	0	1.13	213.08	186.54	136.99	0	42.33	0	121.91	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	102.76	20.04	0	21.04	0	14.39	0	25.67	282.26	0	208.08	0	79.75	0	0	0	0	0	0	197.6	22.11	0	193.77	0	0	0	0	16.53	0	290.9	0	91.86	0	129.29	0	0	21.79	172.17	0
8537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8564	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	5.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	9.02	0	0	0	0	9.35	0	0	0	120.59	0	15.92	0	0	0	0	0	0	0	1.14	0	0	1.57	0	9.03	0	0	0	0	0	0	0	0	0	0	0	0	0	61.76	0	0	0	9.69	0	0	0	0	0	212.39	0	0	0	0	0	0	22.55	30.64	0	0	0	0	0	0	0	0	0	0
861	5.39	0	0	0	0	25.7	0	0	0	0	0	22.27	0	49.48	0	0	0	0	0	12.08	0	1.76	51.37	0	0	157.48	0	0	56.83	13.74	0	0	34.39	0	0	0	0	0	0	98.26	0	0	4.65	0	0	0	27.37	0	63.42	0	14.89	0	0	0	280.02	89.74	0	0	0	0	0.57	0	0	0	0	0	0
8638	6.59	0	0	0	0	0	115.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8639	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	68.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	0
8751	1.66	0	0	67.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.13	0	0	0	0	0	0	0	0	0	0	0	0	26.2	0	0	0	0	0	0	0	0	0	0	0	0	0
8764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8814	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.02	0	0	0	0	0	0	0	0	0	0	9.12	0	0	0	0	0	0	0	0	0	2.63	0	302.95	0	0	0	0	0	0	0	0
8840	50.83	0	41.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.79	0	0	0	0	0	32.34	0	0	25.97	0	0	0	0	0	0	0	0	0	0	4.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4	32.61	0	0	0	0	0	5.02	4.52	0	0	0	0
8864	68.1	0	232.47	0	48.82	0	0	0	0	0	0	34.51	189.83	95.76	0	0.81	0.3	0.39	92.41	44.82	0	0	0	0	31.79	0	0	0	0	19.34	0	0	81.67	0	240.3	39.67	0	203.01	0	159.07	35.84	0	35.2	0	0	25.06	73.59	0	279.33	0	0	0	291.34	285.31	0	51.98	35.93	0	0.43	0.52	0	0	0	0	0	0	0
887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8875	7.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8876	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8914	2.49	0	0	0	0	0	0	14.96	0	0	2.31	9.69	0	0	0	0	0	0	0	22.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8936	4.76	0	0	37.04	0	0	0	0	0	0	0	4.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64	0	0	33.77	0	0	0	0	0	0	42.7	0	0	0	0	1.02	0	9.26	0	0	0	0	0	0	0	60.94	0	0	0	0	0	0	0	0	0	0	0	0
8976	21.74	0	1.22	11.08	0	26.87	18.5	81.14	0	0	23.93	37.32	4.94	252.39	0	70.59	6.04	0	0	0	4.05	0	0	0	0	0	81.94	0	9.6	0	8.81	0	31.11	14.92	45.45	0	84.97	18.43	0	18.42	40.44	0	7.93	0	6.59	24.47	6.42	7.34	81.21	0	63.9	0	0	0	8.43	0	11.04	0	0	0.77	55.15	67.25	25.79	1.97	11.82	0	1.44
9023	2.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9060	32.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.43	0	0	12.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22	0	0	9.19	0	0	0	0	0	0	0	0	0	0	31.43	0	87.85	0	0	0	0	0	0	0	0	0	0	0
9079	44.58	0	0	0	0	67.62	0	0	0	0	0	0	0	2967.28	0	0	0	0	0	7.69	83.61	0	46.5	0	0	0	0	0	0	0	0	4.5	0	0	255.12	0	0	70.38	0	0	0	19.9	0	0	0	0	0	28.56	0	0	5.1	0	111.63	1.37	0	144.55	0	0	0	0	553.98	0	0	8.06	0	0	0
90993	6.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.37	0	0	0	0	82.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81	0	0	0	0	0	0	0	20.97	0	0	0	0	0	0	23.24	20.17	0	0	0	0	0	0	0	0	0	0	0
914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	1.11	0	0	0	0	0	24.07	0	0	0	0	0	0	59.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9246	145.05	0	0	0	2.33	4.34	306.79	0	0	0	177.62	86.4	284.93	0	0	0	0	229.6	0	0	454.06	0	129.22	4.91	2.77	0	440.71	0	0	130.62	0	0	19	0	0	194.86	115.19	0	3.99	13.97	27.76	461.57	0	0	0	0	0	0	0	197.67	0	153.95	0	149.05	0	15.37	61.14	0	13.69	25.72	64.03	0	0	14.53	0	0	92.16
9254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	3.04	0	0	0.21	0.11	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	16.82	0	0	8.35	0	0	0	0	23.15	0	0	0	0	1.79	0	0	0	0	0.44	8.88	0	0	0	0	0	0	0	0.14	0
9358	20.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9404	13.61	0	0	6.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	14.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9479	0	0	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0	0	0	0
948	253.54	0	564.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2843.19	0	0	0	0	0	0	2.42	0	0	0	0	0	4.42	0	0	1145.7	0	0	0	0	0	0	0	7.02	0	0	0	453.95	0
9486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.82	0	0	0	0	0	0	0	0	0	0	0
9509	8.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53	0	85.04	0	0	0	0	0	0	40.82	0	0	53.26	0	0.38	0	0	0	21.77	0	0	0.52	0	14.74	0	0.77	9.01	0	0	0	0	0	0	0	0	0	71.78	0	0	0	0	0	0	0	0	0	0	3.31
951	0	0	0	0	0	0	0	0	0	0	76.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.12	0	0	0	0	0	0	0	32.45	0	71.87	0	0	0	0	0	0	0	0	0	0	0	86.91	0	337.97	0	0	0	45.37	0	0	0	0	0	0	0	0	0	0	12.41	109.25
952	5.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9535	50.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.32	0	328.7	0	0	0	0	0	0	0	0	211.84	0	0	1068.77	0	0	802.89	0	0	0	0	0	0	0	0	0	148.31	0	0	0	0	412.24	0	0	0	0	0	0	0	0	0	0	0	0	65.95	0
9547	3.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9610	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	10.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
969	84.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.06	0	0	0	0	0	0	0	0	0	0	0	292.84	0	0	0	66.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.84	0	0	0	0
971	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22	4.47	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34	0
972	727.2	53.72	0	288.51	1259.87	1647.77	2762.52	574.18	1559.14	429.73	115.49	618.21	592.63	0	558.59	102.05	469.91	286.31	574.89	228.86	53.84	0	5.59	118.69	0	0	1871.99	20.37	0	616.34	3062.65	0	0	1204.53	0	455.06	2734.2	0	781.29	0	1336.92	192.89	254.35	2.18	684.65	822.01	530.44	536.65	68.55	309.52	0	1443.2	5483.41	2.3	64.08	0	260.95	1380.4	0	153.84	1178.64	110.65	134.3	471.01	2128.14	713.99	435.61
9766	16.27	0	0	10.46	0	1.91	0	9.01	0	0	0.57	1.34	0	4.62	0	0	3.52	0	75.45	60.2	88.21	0	49.31	0.34	0	29.8	0	0	19.38	13.73	138.79	0	0	0	0	80.4	0	0	17.72	1.29	25.68	0	0.65	1.93	0	9.97	118.4	0	46.12	28.7	0	0	0	0.55	0.81	1.69	0	45.41	0	0	4.37	3.36	0	0	0	8.21	12.39
9830	4.33	0	0	1.16	0	0	2.48	0	0	0	0	10.21	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12	0	0	0	0	5.48	0	0	0	0	0	107.28	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	32.96	0	0	0	0	0	0	0	0	0.77	0
9915	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	32.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.32
9945	52.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	2.26	0	0	30.35	0	0	0	0	0	0	73.61	0	0	0	0	0	0	0	0	67.64	0	0	0	0	0	0	106.68	0	0	0	0	0.5	0	28.51	0	0.41	0	0
